Transaction_ID,Transaction_Date,Date_Key,Merchant_ID,Customer_ID,Product_ID,City_ID,Payment_ID,Payment_Method,UPI_Type,Quantity,Gross_Sales_Amount,Discount,Transaction_Amount,Cost_of_Goods,Gross_Profit,Transaction_Status
TXN000787,2026-06-21,20260621,M033,CUST0091,P019,C008,PAY001,UPI,P2M,1,14874.36,297.49,14576.87,12020,2556.87,Success
TXN000788,2026-06-23,20260623,M080,CUST0356,P010,C005,PAY005,Cash,,1,4499.98,0.0,4499.98,3270,1229.98,Success
TXN000789,2026-05-17,20260517,M047,CUST0184,P047,C022,PAY001,UPI,P2M,1,907.67,0.0,907.67,750,157.67,Success
TXN000790,2026-08-24,20260824,M091,CUST0221,P002,C016,PAY005,Cash,,1,21814.17,436.28,21377.89,17660,3717.89,Success
TXN000791,2026-06-25,20260625,M039,CUST0111,P033,C014,PAY004,Debit Card,,4,687.72,34.39,653.34,600,53.34,Success
TXN000792,2026-05-31,20260531,M032,CUST0301,P033,C007,PAY001,UPI,P2M,1,172.83,0.0,172.83,150,22.83,Success
TXN000793,2026-05-11,20260511,M017,CUST0251,P042,C017,PAY004,Debit Card,,1,600.91,30.05,570.87,510,60.87,Success
TXN000794,2026-04-07,20260407,M014,CUST0100,P004,C014,PAY004,Debit Card,,1,36491.55,1824.58,34666.98,30000,4666.98,Success
TXN000795,2026-09-10,20260910,M083,CUST0349,P025,C008,PAY004,Debit Card,,2,9435.35,0.0,9435.35,5560,3875.35,Success
TXN000796,2026-06-19,20260619,M096,CUST0470,P035,C021,PAY005,Cash,,2,742.43,37.12,705.31,500,205.31,Success
TXN000797,2026-05-06,20260506,M015,CUST0006,P042,C015,PAY001,UPI,P2M,2,1181.7,0.0,1181.7,1020,161.7,Success
TXN000798,2026-05-08,20260508,M054,CUST0439,P015,C004,PAY001,UPI,P2P,1,5669.29,0.0,5669.29,4420,1249.29,Success
TXN000799,2026-07-02,20260702,M023,CUST0333,P038,C023,PAY001,UPI,P2M,2,2471.9,0.0,2471.9,1620,851.9,Success
TXN000800,2026-04-14,20260414,M001,CUST0203,P035,C001,PAY005,Cash,,2,741.36,37.07,704.29,500,204.29,Success
TXN000801,2026-06-08,20260608,M013,CUST0229,P035,C013,PAY003,Credit Card,,2,793.66,63.49,730.17,500,230.17,Success
TXN000802,2026-07-07,20260707,M075,CUST0275,P033,C025,PAY001,UPI,P2M,1,182.4,3.65,178.75,150,28.75,Success
TXN000803,2026-06-30,20260630,M086,CUST0382,P016,C011,PAY001,UPI,P2M,1,33509.26,0.0,33509.26,26970,6539.26,Success
TXN000804,2026-09-10,20260910,M064,CUST0491,P024,C014,PAY004,Debit Card,,1,3433.67,0.0,3433.67,2390,1043.67,Success
TXN000805,2026-08-16,20260816,M025,CUST0150,P035,C025,PAY002,UPI,P2P,3,1084.27,54.21,1030.05,750,280.05,Success
TXN000806,2026-09-11,20260911,M079,CUST0401,P021,C004,PAY001,UPI,P2M,1,11034.9,551.75,10483.16,9100,1383.16,Success
TXN000807,2026-04-25,20260425,M029,CUST0272,P012,C004,PAY004,Debit Card,,1,1903.76,0.0,1903.76,1600,303.76,Success
TXN000808,2026-06-07,20260607,M051,CUST0103,P029,C001,PAY001,UPI,P2M,1,2353.37,0.0,2353.37,1760,593.37,Success
TXN000809,2026-07-10,20260710,M080,CUST0414,P033,C005,PAY001,UPI,P2M,1,176.6,0.0,176.6,150,26.6,Success
TXN000810,2026-04-29,20260429,M022,CUST0303,P022,C022,PAY001,UPI,P2M,1,895.92,0.0,895.92,740,155.92,Success
TXN000811,2026-06-13,20260613,M079,CUST0274,P021,C004,PAY005,Cash,,2,22164.76,0.0,22164.76,18200,3964.76,Success
TXN000812,2026-07-22,20260722,M049,CUST0455,P046,C024,PAY004,Debit Card,,1,507.19,0.0,507.19,290,217.19,Success
TXN000813,2026-05-24,20260524,M071,CUST0261,P008,C021,PAY001,UPI,P2M,1,18777.6,0.0,18777.6,13520,5257.6,Success
TXN000814,2026-05-19,20260519,M031,CUST0302,P014,C006,PAY001,UPI,P2M,2,8831.83,0.0,8831.83,7000,1831.83,Success
TXN000815,2026-07-21,20260721,M091,CUST0375,P004,C016,PAY004,Debit Card,,1,35139.9,1757.0,33382.91,30000,3382.91,Success
TXN000816,2026-04-16,20260416,M029,CUST0263,P019,C004,PAY004,Debit Card,,1,15733.05,0.0,15733.05,12020,3713.05,Success
TXN000817,2026-05-13,20260513,M072,CUST0222,P036,C022,PAY003,Credit Card,,1,366.63,18.33,348.3,290,58.3,Success
TXN000818,2026-07-05,20260705,M050,CUST0137,P028,C025,PAY003,Credit Card,,1,799.93,16.0,783.94,540,243.94,Success
TXN000819,2026-08-01,20260801,M075,CUST0369,P040,C025,PAY003,Credit Card,,1,1516.12,75.81,1440.31,960,480.31,Failed
TXN000820,2026-04-15,20260415,M088,CUST0142,P031,C013,PAY001,UPI,P2M,1,504.58,40.37,464.22,410,54.22,Success
TXN000821,2026-05-26,20260526,M031,CUST0174,P030,C006,PAY001,UPI,P2M,2,7616.48,152.33,7464.15,6540,924.15,Success
TXN000822,2026-09-06,20260906,M079,CUST0145,P008,C004,PAY001,UPI,P2M,1,17929.37,2151.52,15777.85,13520,2257.85,Success
TXN000823,2026-04-19,20260419,M083,CUST0401,P014,C008,PAY001,UPI,P2M,2,8342.11,166.84,8175.27,7000,1175.27,Success
TXN000824,2026-04-29,20260429,M081,CUST0420,P005,C006,PAY003,Credit Card,,1,45682.91,0.0,45682.91,33600,12082.91,Success
TXN000825,2026-04-26,20260426,M020,CUST0270,P050,C020,PAY001,UPI,P2M,3,212652.28,4253.05,208399.23,173010,35389.23,Success
TXN000826,2026-04-01,20260401,M051,CUST0217,P021,C001,PAY001,UPI,P2M,2,23063.36,461.27,22602.09,18200,4402.09,Success
TXN000827,2026-07-04,20260704,M050,CUST0248,P013,C025,PAY005,Cash,,3,8811.42,440.57,8370.85,5310,3060.85,Success
TXN000828,2026-04-25,20260425,M008,CUST0136,P002,C008,PAY004,Debit Card,,1,22714.36,454.29,22260.07,17660,4600.07,Success
TXN000829,2026-08-24,20260824,M022,CUST0269,P017,C022,PAY001,UPI,P2M,3,70929.1,1418.58,69510.52,54510,15000.52,Success
TXN000830,2026-09-28,20260928,M011,CUST0020,P004,C011,PAY001,UPI,P2M,1,36157.9,0.0,36157.9,30000,6157.9,Success
TXN000831,2026-05-23,20260523,M018,CUST0280,P008,C018,PAY001,UPI,P2M,2,40460.93,3236.87,37224.06,27040,10184.06,Failed
TXN000832,2026-05-11,20260511,M001,CUST0227,P029,C001,PAY005,Cash,,2,4739.9,0.0,4739.9,3520,1219.9,Success
TXN000833,2026-04-19,20260419,M057,CUST0318,P020,C007,PAY002,UPI,P2P,2,38665.05,773.3,37891.75,30480,7411.75,Success
TXN000834,2026-09-27,20260927,M014,CUST0260,P038,C014,PAY001,UPI,P2M,1,1266.15,151.94,1114.21,810,304.21,Success
TXN000835,2026-09-29,20260929,M083,CUST0475,P010,C008,PAY003,Credit Card,,1,4828.59,0.0,4828.59,3270,1558.59,Success
TXN000836,2026-08-16,20260816,M032,CUST0042,P027,C007,PAY001,UPI,P2M,2,7857.47,157.15,7700.32,6080,1620.32,Success
TXN000837,2026-06-22,20260622,M014,CUST0345,P039,C014,PAY003,Credit Card,,2,1148.69,0.0,1148.69,920,228.69,Success
TXN000838,2026-05-16,20260516,M088,CUST0366,P024,C013,PAY001,UPI,P2M,1,3763.29,0.0,3763.29,2390,1373.29,Success
TXN000839,2026-06-06,20260606,M085,CUST0369,P020,C010,PAY003,Credit Card,,3,57348.19,2867.41,54480.78,45720,8760.78,Success
TXN000840,2026-05-22,20260522,M014,CUST0116,P014,C014,PAY005,Cash,,2,8374.64,0.0,8374.64,7000,1374.64,Success
TXN000841,2026-06-05,20260605,M002,CUST0423,P004,C002,PAY001,UPI,P2M,1,37264.96,745.3,36519.67,30000,6519.67,Success
TXN000842,2026-09-23,20260923,M051,CUST0332,P034,C001,PAY004,Debit Card,,3,1366.87,0.0,1366.87,1110,256.87,Success
TXN000843,2026-06-30,20260630,M088,CUST0063,P031,C013,PAY001,UPI,P2M,3,1557.37,31.15,1526.23,1230,296.23,Success
TXN000844,2026-08-03,20260803,M014,CUST0357,P038,C014,PAY005,Cash,,2,2485.98,0.0,2485.98,1620,865.98,Success
TXN000845,2026-06-01,20260601,M018,CUST0413,P039,C018,PAY001,UPI,P2M,1,584.56,11.69,572.87,460,112.87,Success
TXN000846,2026-05-29,20260529,M075,CUST0428,P011,C025,PAY003,Credit Card,,1,3862.74,193.14,3669.6,2510,1159.6,Success
TXN000847,2026-04-26,20260426,M040,CUST0196,P034,C015,PAY001,UPI,P2M,2,908.41,0.0,908.41,740,168.41,Success
TXN000848,2026-05-23,20260523,M006,CUST0165,P006,C006,PAY005,Cash,,1,36582.64,4389.92,32192.73,30690,1502.73,Success
TXN000849,2026-04-19,20260419,M014,CUST0269,P011,C014,PAY001,UPI,P2M,2,7265.54,0.0,7265.54,5020,2245.54,Success
TXN000850,2026-05-21,20260521,M054,CUST0453,P027,C004,PAY001,UPI,P2M,1,3874.43,0.0,3874.43,3040,834.43,Success
TXN000851,2026-08-06,20260806,M100,CUST0249,P008,C025,PAY001,UPI,P2M,1,19543.19,977.16,18566.03,13520,5046.03,Success
TXN000852,2026-09-07,20260907,M062,CUST0162,P020,C012,PAY003,Credit Card,,1,19197.36,1535.79,17661.57,15240,2421.57,Success
TXN000853,2026-09-19,20260919,M029,CUST0024,P021,C004,PAY002,UPI,P2P,1,11285.98,225.72,11060.26,9100,1960.26,Success
TXN000854,2026-06-24,20260624,M067,CUST0315,P037,C017,PAY005,Cash,,1,1213.08,60.65,1152.43,760,392.43,Success
TXN000855,2026-05-08,20260508,M039,CUST0435,P024,C014,PAY001,UPI,P2M,1,3793.53,189.68,3603.85,2390,1213.85,Success
TXN000856,2026-07-31,20260731,M098,CUST0330,P010,C023,PAY001,UPI,P2M,1,4553.57,227.68,4325.89,3270,1055.89,Success
TXN000857,2026-05-10,20260510,M062,CUST0337,P034,C012,PAY001,UPI,P2M,2,874.63,0.0,874.63,740,134.63,Success
TXN000858,2026-09-23,20260923,M049,CUST0183,P021,C024,PAY004,Debit Card,,1,11617.41,0.0,11617.41,9100,2517.41,Success
TXN000859,2026-08-04,20260804,M072,CUST0314,P006,C022,PAY005,Cash,,1,39158.47,1957.92,37200.54,30690,6510.54,Success
TXN000860,2026-05-21,20260521,M013,CUST0028,P041,C013,PAY001,UPI,P2M,2,3913.91,0.0,3913.91,2520,1393.91,Success
TXN000861,2026-05-13,20260513,M046,CUST0088,P040,C021,PAY001,UPI,P2M,1,1492.25,0.0,1492.25,960,532.25,Success
TXN000862,2026-09-01,20260901,M070,CUST0466,P015,C020,PAY001,UPI,P2M,1,5499.68,439.97,5059.7,4420,639.7,Success
TXN000863,2026-08-31,20260831,M077,CUST0285,P025,C002,PAY001,UPI,P2M,2,8663.18,433.16,8230.02,5560,2670.02,Success
TXN000864,2026-09-15,20260915,M080,CUST0243,P047,C005,PAY001,UPI,P2M,1,869.89,0.0,869.89,750,119.89,Success
TXN000865,2026-07-13,20260713,M087,CUST0167,P015,C012,PAY001,UPI,P2M,3,17859.76,0.0,17859.76,13260,4599.76,Success
TXN000866,2026-05-06,20260506,M065,CUST0237,P039,C015,PAY001,UPI,P2M,2,1272.43,25.45,1246.98,920,326.98,Success
TXN000867,2026-06-25,20260625,M020,CUST0290,P028,C020,PAY004,Debit Card,,1,831.02,66.48,764.54,540,224.54,Success
TXN000868,2026-06-05,20260605,M084,CUST0484,P011,C009,PAY004,Debit Card,,1,3930.42,0.0,3930.42,2510,1420.42,Success
TXN000869,2026-05-27,20260527,M001,CUST0231,P048,C001,PAY004,Debit Card,,1,969.26,0.0,969.26,790,179.26,Success
TXN000870,2026-09-29,20260929,M020,CUST0193,P017,C020,PAY003,Credit Card,,2,45330.8,3626.46,41704.33,36340,5364.33,Success
TXN000871,2026-05-08,20260508,M034,CUST0054,P030,C009,PAY001,UPI,P2M,2,7468.99,0.0,7468.99,6540,928.99,Success
TXN000872,2026-09-13,20260913,M029,CUST0017,P010,C004,PAY003,Credit Card,,4,17642.07,882.1,16759.97,13080,3679.97,Success
TXN000873,2026-05-30,20260530,M002,CUST0443,P039,C002,PAY001,UPI,P2M,1,585.67,11.71,573.96,460,113.96,Success
TXN000874,2026-08-11,20260811,M069,CUST0095,P031,C019,PAY001,UPI,P2M,2,963.33,0.0,963.33,820,143.33,Success
TXN000875,2026-05-15,20260515,M027,CUST0076,P045,C002,PAY004,Debit Card,,1,595.59,29.78,565.81,460,105.81,Success
TXN000876,2026-07-10,20260710,M065,CUST0338,P048,C015,PAY004,Debit Card,,1,968.29,48.41,919.88,790,129.88,Success
TXN000877,2026-04-21,20260421,M050,CUST0428,P008,C025,PAY003,Credit Card,,2,37327.32,0.0,37327.32,27040,10287.32,Success
TXN000878,2026-07-26,20260726,M013,CUST0044,P039,C013,PAY001,UPI,P2M,1,577.6,0.0,577.6,460,117.6,Success
TXN000879,2026-09-24,20260924,M063,CUST0445,P014,C013,PAY005,Cash,,1,4342.78,0.0,4342.78,3500,842.78,Success
TXN000880,2026-05-16,20260516,M036,CUST0177,P006,C011,PAY003,Credit Card,,4,153507.28,0.0,153507.28,122760,30747.28,Success
TXN000881,2026-05-03,20260503,M056,CUST0080,P021,C006,PAY001,UPI,P2M,1,11235.23,0.0,11235.23,9100,2135.23,Success
TXN000882,2026-05-12,20260512,M055,CUST0461,P032,C005,PAY001,UPI,P2M,1,616.12,49.29,566.83,470,96.83,Success
TXN000883,2026-07-11,20260711,M054,CUST0420,P028,C004,PAY001,UPI,P2M,1,751.39,37.57,713.82,540,173.82,Success
TXN000884,2026-05-13,20260513,M048,CUST0430,P009,C023,PAY005,Cash,,1,47702.6,5724.31,41978.29,33370,8608.29,Success
TXN000885,2026-08-05,20260805,M023,CUST0454,P011,C023,PAY005,Cash,,1,3891.81,194.59,3697.22,2510,1187.22,Success
TXN000886,2026-06-07,20260607,M009,CUST0158,P036,C009,PAY001,UPI,P2M,1,383.21,0.0,383.21,290,93.21,Success
TXN000887,2026-05-31,20260531,M050,CUST0195,P009,C025,PAY001,UPI,P2P,2,90326.98,0.0,90326.98,66740,23586.98,Success
TXN000888,2026-07-13,20260713,M068,CUST0133,P012,C018,PAY003,Credit Card,,1,1970.97,98.55,1872.42,1600,272.42,Success
TXN000889,2026-07-27,20260727,M036,CUST0098,P016,C011,PAY005,Cash,,3,94610.9,1892.22,92718.68,80910,11808.68,Success
TXN000890,2026-05-12,20260512,M091,CUST0465,P020,C016,PAY001,UPI,P2M,1,20007.68,1000.38,19007.3,15240,3767.3,Success
TXN000891,2026-08-09,20260809,M075,CUST0317,P035,C025,PAY001,UPI,P2M,2,740.12,37.01,703.11,500,203.11,Success
TXN000892,2026-08-14,20260814,M006,CUST0059,P018,C006,PAY005,Cash,,1,10284.83,0.0,10284.83,7660,2624.83,Failed
TXN000893,2026-06-08,20260608,M019,CUST0056,P006,C019,PAY005,Cash,,1,37694.4,3015.55,34678.85,30690,3988.85,Success
TXN000894,2026-07-24,20260724,M002,CUST0491,P011,C002,PAY001,UPI,P2M,1,3837.14,0.0,3837.14,2510,1327.14,Success
TXN000895,2026-09-24,20260924,M030,CUST0480,P022,C005,PAY001,UPI,P2M,1,899.9,71.99,827.9,740,87.9,Success
TXN000896,2026-07-24,20260724,M092,CUST0430,P033,C017,PAY001,UPI,P2M,1,178.68,21.44,157.24,150,7.24,Success
TXN000897,2026-07-11,20260711,M019,CUST0001,P010,C019,PAY001,UPI,P2M,4,18146.05,0.0,18146.05,13080,5066.05,Success
TXN000898,2026-09-28,20260928,M075,CUST0001,P013,C025,PAY001,UPI,P2M,1,2808.98,56.18,2752.8,1770,982.8,Success
TXN000899,2026-05-28,20260528,M043,CUST0102,P049,C018,PAY004,Debit Card,,1,16628.66,831.43,15797.23,13180,2617.23,Success
TXN000900,2026-04-04,20260404,M064,CUST0101,P041,C014,PAY005,Cash,,1,1985.04,99.25,1885.79,1260,625.79,Success
TXN000901,2026-07-07,20260707,M094,CUST0237,P033,C019,PAY001,UPI,P2M,1,174.04,3.48,170.56,150,20.56,Success
TXN000902,2026-07-11,20260711,M027,CUST0491,P039,C002,PAY004,Debit Card,,1,578.25,0.0,578.25,460,118.25,Success
TXN000903,2026-07-09,20260709,M030,CUST0118,P019,C005,PAY001,UPI,P2M,1,16046.28,802.31,15243.97,12020,3223.97,Success
TXN000904,2026-04-17,20260417,M044,CUST0171,P025,C019,PAY005,Cash,,1,4261.37,85.23,4176.15,2780,1396.15,Success
TXN000905,2026-07-02,20260702,M015,CUST0321,P029,C015,PAY001,UPI,P2M,1,2406.36,120.32,2286.04,1760,526.04,Failed
TXN000906,2026-04-02,20260402,M027,CUST0072,P018,C002,PAY001,UPI,P2M,1,10263.96,205.28,10058.68,7660,2398.68,Success
TXN000907,2026-07-19,20260719,M098,CUST0122,P011,C023,PAY001,UPI,P2M,2,7586.78,0.0,7586.78,5020,2566.78,Success
TXN000908,2026-05-25,20260525,M038,CUST0066,P039,C013,PAY001,UPI,P2M,1,617.61,30.88,586.73,460,126.73,Success
TXN000909,2026-06-08,20260608,M051,CUST0079,P003,C001,PAY005,Cash,,1,24063.95,481.28,23582.67,18150,5432.67,Success
TXN000910,2026-08-13,20260813,M034,CUST0225,P001,C009,PAY001,UPI,P2M,3,49430.96,988.62,48442.34,41220,7222.34,Success
TXN000911,2026-08-06,20260806,M066,CUST0085,P011,C016,PAY003,Credit Card,,2,7379.36,0.0,7379.36,5020,2359.36,Failed
TXN000912,2026-07-11,20260711,M092,CUST0340,P002,C017,PAY001,UPI,P2M,2,45591.85,0.0,45591.85,35320,10271.85,Success
TXN000913,2026-04-03,20260403,M005,CUST0372,P004,C005,PAY003,Credit Card,,1,38098.88,1904.94,36193.94,30000,6193.94,Success
TXN000914,2026-04-28,20260428,M083,CUST0449,P016,C008,PAY005,Cash,,1,32678.03,653.56,32024.47,26970,5054.47,Success
TXN000915,2026-08-12,20260812,M040,CUST0241,P050,C015,PAY003,Credit Card,,1,69527.26,1390.55,68136.71,57670,10466.71,Success
TXN000916,2026-06-19,20260619,M022,CUST0172,P001,C022,PAY005,Cash,,1,16170.17,0.0,16170.17,13740,2430.17,Success
TXN000917,2026-09-12,20260912,M090,CUST0457,P017,C015,PAY003,Credit Card,,2,48708.97,0.0,48708.97,36340,12368.97,Success
TXN000918,2026-04-21,20260421,M028,CUST0258,P016,C003,PAY001,UPI,P2M,1,32835.29,0.0,32835.29,26970,5865.29,Success
TXN000919,2026-08-06,20260806,M041,CUST0153,P009,C016,PAY004,Debit Card,,1,47248.31,0.0,47248.31,33370,13878.31,Success
TXN000920,2026-04-03,20260403,M093,CUST0157,P012,C018,PAY001,UPI,P2M,1,1983.74,0.0,1983.74,1600,383.74,Success
TXN000921,2026-04-24,20260424,M041,CUST0171,P014,C016,PAY003,Credit Card,,1,4192.03,209.6,3982.42,3500,482.42,Success
TXN000922,2026-09-24,20260924,M033,CUST0181,P011,C008,PAY001,UPI,P2M,1,3586.0,286.88,3299.12,2510,789.12,Success
TXN000923,2026-09-23,20260923,M085,CUST0307,P028,C010,PAY001,UPI,P2M,3,2250.75,180.06,2070.69,1620,450.69,Success
TXN000924,2026-08-01,20260801,M096,CUST0272,P018,C021,PAY001,UPI,P2M,1,11059.01,552.95,10506.06,7660,2846.06,Success
TXN000925,2026-05-01,20260501,M009,CUST0067,P001,C009,PAY004,Debit Card,,1,16999.99,0.0,16999.99,13740,3259.99,Success
TXN000926,2026-09-17,20260917,M083,CUST0009,P009,C008,PAY001,UPI,P2M,1,46909.07,938.18,45970.89,33370,12600.89,Success
TXN000927,2026-07-31,20260731,M046,CUST0027,P006,C021,PAY001,UPI,P2M,1,37741.11,1887.06,35854.05,30690,5164.05,Success
TXN000928,2026-04-25,20260425,M014,CUST0234,P018,C014,PAY004,Debit Card,,1,10925.2,0.0,10925.2,7660,3265.2,Failed
TXN000929,2026-09-12,20260912,M096,CUST0229,P011,C021,PAY001,UPI,P2M,1,3752.55,0.0,3752.55,2510,1242.55,Success
TXN000930,2026-06-28,20260628,M092,CUST0376,P005,C017,PAY001,UPI,P2M,1,48610.86,0.0,48610.86,33600,15010.86,Success
TXN000931,2026-05-25,20260525,M012,CUST0156,P028,C012,PAY001,UPI,P2M,1,785.19,39.26,745.93,540,205.93,Success
TXN000932,2026-06-21,20260621,M024,CUST0492,P030,C024,PAY003,Credit Card,,2,7841.91,0.0,7841.91,6540,1301.91,Success
TXN000933,2026-09-08,20260908,M033,CUST0060,P005,C008,PAY003,Credit Card,,1,49673.48,0.0,49673.48,33600,16073.48,Success
TXN000934,2026-04-27,20260427,M017,CUST0392,P014,C017,PAY001,UPI,P2M,2,8476.31,169.53,8306.78,7000,1306.78,Success
TXN000935,2026-08-28,20260828,M084,CUST0139,P045,C009,PAY005,Cash,,1,646.51,12.93,633.58,460,173.58,Success
TXN000936,2026-07-22,20260722,M005,CUST0157,P045,C005,PAY003,Credit Card,,1,608.46,0.0,608.46,460,148.46,Success
TXN000937,2026-08-28,20260828,M009,CUST0481,P013,C009,PAY001,UPI,P2M,1,2753.9,55.08,2698.82,1770,928.82,Success
TXN000938,2026-06-19,20260619,M064,CUST0233,P045,C014,PAY001,UPI,P2M,3,1955.67,39.11,1916.55,1380,536.55,Success
TXN000939,2026-08-27,20260827,M096,CUST0171,P019,C021,PAY004,Debit Card,,2,31939.15,2555.13,29384.01,24040,5344.01,Success
TXN000940,2026-07-03,20260703,M017,CUST0090,P006,C017,PAY001,UPI,P2M,1,39147.43,3131.79,36015.63,30690,5325.63,Success
TXN000941,2026-07-06,20260706,M061,CUST0420,P037,C011,PAY005,Cash,,1,1229.99,98.4,1131.6,760,371.6,Success
TXN000942,2026-05-17,20260517,M090,CUST0369,P040,C015,PAY002,UPI,P2P,1,1471.02,29.42,1441.6,960,481.6,Success
TXN000943,2026-08-19,20260819,M043,CUST0244,P013,C018,PAY001,UPI,P2M,1,2881.99,0.0,2881.99,1770,1111.99,Success
TXN000944,2026-04-29,20260429,M012,CUST0035,P004,C012,PAY001,UPI,P2M,3,104085.38,0.0,104085.38,90000,14085.38,Success
TXN000945,2026-08-10,20260810,M046,CUST0406,P030,C021,PAY003,Credit Card,,1,3827.02,191.35,3635.67,3270,365.67,Success
TXN000946,2026-06-03,20260603,M052,CUST0166,P044,C002,PAY003,Credit Card,,1,1640.14,32.8,1607.34,1120,487.34,Success
TXN000947,2026-04-30,20260430,M026,CUST0309,P038,C001,PAY001,UPI,P2M,1,1257.74,62.89,1194.85,810,384.85,Success
TXN000948,2026-06-27,20260627,M025,CUST0387,P040,C025,PAY005,Cash,,1,1524.79,76.24,1448.55,960,488.55,Success
TXN000949,2026-08-25,20260825,M076,CUST0315,P038,C001,PAY001,UPI,P2M,3,3705.15,185.26,3519.9,2430,1089.9,Success
TXN000950,2026-07-01,20260701,M090,CUST0230,P026,C015,PAY005,Cash,,1,1593.22,31.86,1561.36,1420,141.36,Success
TXN000951,2026-06-05,20260605,M073,CUST0407,P048,C023,PAY004,Debit Card,,1,892.06,17.84,874.22,790,84.22,Success
TXN000952,2026-08-30,20260830,M087,CUST0189,P015,C012,PAY001,UPI,P2M,1,5444.64,0.0,5444.64,4420,1024.64,Success
TXN000953,2026-07-13,20260713,M065,CUST0005,P042,C015,PAY003,Credit Card,,2,1224.94,0.0,1224.94,1020,204.94,Success
TXN000954,2026-09-15,20260915,M099,CUST0431,P026,C024,PAY004,Debit Card,,4,7088.72,0.0,7088.72,5680,1408.72,Success
TXN000955,2026-08-24,20260824,M095,CUST0124,P026,C020,PAY001,UPI,P2M,2,3598.2,287.86,3310.34,2840,470.34,Success
TXN000956,2026-09-02,20260902,M033,CUST0367,P040,C008,PAY004,Debit Card,,1,1495.4,0.0,1495.4,960,535.4,Success
TXN000957,2026-06-07,20260607,M063,CUST0091,P037,C013,PAY001,UPI,P2M,1,1260.34,63.02,1197.32,760,437.32,Success
TXN000958,2026-08-31,20260831,M040,CUST0101,P003,C015,PAY001,UPI,P2M,1,24538.63,2944.64,21594.0,18150,3444.0,Success
TXN000959,2026-05-24,20260524,M077,CUST0277,P026,C002,PAY004,Debit Card,,1,1591.75,127.34,1464.41,1420,44.41,Success
TXN000960,2026-08-01,20260801,M084,CUST0203,P050,C009,PAY003,Credit Card,,2,137194.8,0.0,137194.8,115340,21854.8,Success
TXN000961,2026-09-06,20260906,M024,CUST0182,P004,C024,PAY003,Credit Card,,3,113385.9,0.0,113385.9,90000,23385.9,Failed
TXN000962,2026-05-02,20260502,M077,CUST0096,P026,C002,PAY001,UPI,P2M,1,1790.88,0.0,1790.88,1420,370.88,Success
TXN000963,2026-08-18,20260818,M003,CUST0452,P027,C003,PAY001,UPI,P2M,2,8166.63,653.33,7513.3,6080,1433.3,Failed
TXN000964,2026-05-27,20260527,M094,CUST0270,P013,C019,PAY001,UPI,P2M,1,2703.43,0.0,2703.43,1770,933.43,Success
TXN000965,2026-07-17,20260717,M089,CUST0123,P026,C014,PAY004,Debit Card,,1,1640.29,131.22,1509.07,1420,89.07,Success
TXN000966,2026-07-29,20260729,M067,CUST0072,P045,C017,PAY001,UPI,P2M,1,607.37,48.59,558.78,460,98.78,Success
TXN000967,2026-07-12,20260712,M100,CUST0028,P011,C025,PAY003,Credit Card,,1,3619.75,180.99,3438.77,2510,928.77,Success
TXN000968,2026-06-07,20260607,M024,CUST0124,P017,C024,PAY001,UPI,P2M,3,69601.4,3480.07,66121.33,54510,11611.33,Success
TXN000969,2026-05-06,20260506,M050,CUST0289,P041,C025,PAY005,Cash,,1,2102.15,0.0,2102.15,1260,842.15,Success
TXN000970,2026-09-29,20260929,M100,CUST0435,P043,C025,PAY004,Debit Card,,1,917.01,0.0,917.01,560,357.01,Success
TXN000971,2026-09-30,20260930,M012,CUST0314,P013,C012,PAY005,Cash,,1,2790.86,0.0,2790.86,1770,1020.86,Success
TXN000972,2026-09-08,20260908,M057,CUST0075,P049,C007,PAY005,Cash,,1,15682.84,1254.63,14428.21,13180,1248.21,Success
TXN000973,2026-08-13,20260813,M021,CUST0473,P028,C021,PAY001,UPI,P2M,1,814.19,16.28,797.91,540,257.91,Success
TXN000974,2026-06-18,20260618,M092,CUST0067,P043,C017,PAY004,Debit Card,,2,1794.09,143.53,1650.57,1120,530.57,Success
TXN000975,2026-05-30,20260530,M071,CUST0042,P008,C021,PAY004,Debit Card,,2,39442.74,0.0,39442.74,27040,12402.74,Success
TXN000976,2026-09-25,20260925,M087,CUST0346,P002,C012,PAY001,UPI,P2M,4,92235.1,0.0,92235.1,70640,21595.1,Success
TXN000977,2026-09-28,20260928,M013,CUST0473,P033,C013,PAY003,Credit Card,,4,670.55,33.53,637.02,600,37.02,Success
TXN000978,2026-07-18,20260718,M015,CUST0197,P004,C015,PAY005,Cash,,2,71608.74,0.0,71608.74,60000,11608.74,Success
TXN000979,2026-05-05,20260505,M031,CUST0310,P010,C006,PAY001,UPI,P2M,1,4790.39,239.52,4550.87,3270,1280.87,Success
TXN000980,2026-07-20,20260720,M051,CUST0087,P041,C001,PAY004,Debit Card,,1,2172.84,108.64,2064.2,1260,804.2,Success
TXN000981,2026-08-16,20260816,M068,CUST0133,P003,C018,PAY001,UPI,P2M,2,47841.15,956.82,46884.33,36300,10584.33,Success
TXN000982,2026-07-24,20260724,M044,CUST0476,P006,C019,PAY001,UPI,P2M,1,37578.46,751.57,36826.89,30690,6136.89,Success
TXN000983,2026-04-24,20260424,M076,CUST0286,P018,C001,PAY001,UPI,P2M,1,10784.58,215.69,10568.88,7660,2908.88,Success
